motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,direction,depth_image,label
-0.2186,0.3362,0.0923,0.572,0.2593,-0.0839,0.02211,-0.609,-0.2495,-0.1846,sidewinding_left,depth_image_57800.jpg,2
0.4507,-0.0874,-0.3044,-0.356,-0.03714,0.1081,0.189,0.38,0.02197,-0.01122,rectilinear_backward,depth_image_210753.jpg,0
0.04004,-0.6035,-0.2435,-0.2242,-0.1475,0.505,0.1785,0.447,0.2262,-0.3076,sidewinding_left,depth_image_178419.jpg,2
0.11194,0.552,0.04367,-0.1243,0.0314,-0.621,-0.2487,-0.1455,-0.1257,0.5283,sidewinding_left,depth_image_57255.jpg,2
0.006523,0.04877,0.372,-0.007133,-0.2428,-0.1815,0.00854,0.05698,0.09143,0.0685,straight,depth_image_16526.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_226944.jpg,4
0.1305,0.53,-0.1926,0.4138,-0.2155,-0.347,0.09753,-0.567,0.2585,0.0969,sidewinding_right,depth_image_31233.jpg,3
-0.1545,0.4932,0.1721,0.4604,0.2305,-0.29,-0.07043,-0.5884,-0.2615,0.03046,sidewinding_left,depth_image_165322.jpg,2
-0.258,0.1045,-0.013214,0.61,0.2522,0.1647,0.12445,-0.5376,-0.1973,-0.4019,sidewinding_left,depth_image_122997.jpg,2
0.3518,0.1234,0.1917,0.00364,-0.617,-0.1284,0.6626,0.1742,-0.3003,-0.11273,rectilinear_forward,depth_image_143309.jpg,1
0.6294,0.1234,-0.654,0.00364,0.276,-0.1284,0.272,0.1742,-0.6523,-0.11273,rectilinear_forward,depth_image_72117.jpg,1
0.493,0.1234,-0.698,0.00364,0.4734,-0.1284,0.04257,0.1742,-0.532,-0.11273,rectilinear_forward,depth_image_3670.jpg,1
-0.6904,0.1234,0.5522,0.00364,-0.0737,-0.1284,-0.45,0.1742,0.697,-0.11273,rectilinear_forward,depth_image_170878.jpg,1
0.1235,-0.005043,-0.01031,0.4526,-0.09515,0.1385,-0.02869,-0.3303,0.021,-0.3447,straight,depth_image_244905.jpg,4
-0.609,0.1234,0.668,-0.1744,-0.3154,0.11816,-0.2312,0.01091,0.6353,-0.1333,rectilinear_backward,depth_image_214598.jpg,0
0.0045,-0.001556,-0.009605,0.2385,0.01046,0.00762,0.00628,-0.1192,-0.0009003,-0.1292,straight,depth_image_140536.jpg,4
0.1927,0.4136,0.2153,-0.3474,-0.0977,-0.567,-0.2585,0.09735,-0.01633,0.61,sidewinding_left,depth_image_147569.jpg,2
0.1533,-0.495,-0.1732,-0.458,-0.2297,0.2932,0.07184,0.5874,0.2615,-0.03394,sidewinding_left,depth_image_1605.jpg,2
0.3518,0.1234,0.1917,0.00364,-0.617,-0.1284,0.6626,0.1742,-0.3003,-0.11273,rectilinear_forward,depth_image_42953.jpg,1
-0.00686,0.534,0.1766,0.0998,0.05344,-0.4575,-0.11993,-0.334,-0.1396,0.2769,straight,depth_image_9157.jpg,4
-0.4836,0.1234,-0.02856,-0.1744,0.523,0.11816,-0.696,0.01091,0.44,-0.1333,rectilinear_backward,depth_image_217479.jpg,0
-0.051,-0.599,-0.2617,-0.01613,-0.06445,0.5923,0.2333,0.2773,0.1674,-0.4697,sidewinding_left,depth_image_117499.jpg,2
-0.1953,0.1871,-0.2245,0.06757,0.594,-0.1921,-0.5586,0.11035,0.1403,-0.0487,sidewinding_left,depth_image_201954.jpg,2
-0.1488,0.5024,0.1774,0.4495,0.2269,-0.3044,-0.0772,-0.5835,-0.261,0.0469,sidewinding_left,depth_image_117438.jpg,2
-0.00689,-0.004562,0.001297,0.00364,0.1719,-0.000412,-0.05368,0.003708,-0.007744,-0.006096,straight,depth_image_50755.jpg,4
-0.08356,-0.538,0.1896,-0.3408,0.1766,0.3784,-0.1021,0.517,-0.2312,-0.141,straight,depth_image_30010.jpg,4
-0.698,0.1234,0.4849,0.00364,0.02695,-0.1284,-0.522,0.1742,0.696,-0.11273,rectilinear_forward,depth_image_12943.jpg,1
0.4631,0.1234,-0.6978,-0.1744,0.503,0.11816,0.001616,0.01091,-0.505,-0.1333,rectilinear_backward,depth_image_8113.jpg,0
0.6846,0.1234,-0.5723,0.00364,0.1074,-0.1284,0.4236,0.1742,-0.694,-0.11273,rectilinear_forward,depth_image_163398.jpg,1
-0.338,0.455,-0.006096,-0.2413,0.0405,-0.46,-0.2983,-0.02826,0.3193,0.2175,sidewinding_right,depth_image_232522.jpg,3
0.3179,0.1978,-0.1443,-0.1987,-0.2808,-0.331,0.4941,0.3345,-0.2776,0.08984,sidewinding_right,depth_image_82994.jpg,3
0.06088,0.5303,-0.2391,-0.1881,0.02838,-0.5996,0.2637,-0.08154,-0.02612,0.3997,sidewinding_right,depth_image_81511.jpg,3
-0.0608,0.594,-0.2617,-0.007313,-0.0547,-0.597,0.2377,-0.2563,0.1595,0.4844,sidewinding_right,depth_image_41627.jpg,3
-0.4248,0.1234,-0.1058,0.00364,0.5713,-0.1284,-0.685,0.1742,0.3772,-0.11273,rectilinear_forward,depth_image_15153.jpg,1
0.01107,-0.001144,0.007225,-0.3691,-0.02649,-0.01031,0.0056,0.3457,-0.00854,0.075,straight,depth_image_15027.jpg,4
-0.0807,0.1234,-0.4446,0.00364,0.6963,-0.1284,-0.519,0.1742,0.02264,-0.11273,rectilinear_forward,depth_image_172797.jpg,1
0.6694,0.1234,-0.3208,0.00364,-0.2256,-0.1284,0.633,0.1742,-0.651,-0.11273,rectilinear_forward,depth_image_85822.jpg,1
-0.4258,-0.004562,0.11505,0.00364,-0.0008087,-0.000412,-0.3486,0.003708,0.4116,-0.006096,straight,depth_image_203164.jpg,4
0.676,0.1234,-0.5947,-0.1744,0.1477,0.11816,0.3901,0.01091,-0.688,-0.1333,rectilinear_backward,depth_image_218663.jpg,0
0.1577,0.4875,0.2385,-0.2515,-0.05252,-0.5986,-0.2617,-0.0125,-0.063,0.593,sidewinding_left,depth_image_57430.jpg,2
-0.1713,0.1234,-0.3699,0.00364,0.683,-0.1284,-0.576,0.1742,0.1143,-0.11273,rectilinear_forward,depth_image_135270.jpg,1
-0.1018,-0.563,-0.2578,0.10754,-0.0119,0.6104,0.2524,0.1617,0.1233,-0.539,sidewinding_left,depth_image_91349.jpg,2
-0.248,0.1953,0.02692,0.6074,0.26,0.07275,0.08777,-0.5757,-0.2212,-0.3267,sidewinding_left,depth_image_216416.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_216987.jpg,4
0.003036,-0.12164,0.00915,-0.05966,-0.00878,-0.00927,0.005234,0.1956,-0.00518,0.01006,straight,depth_image_76407.jpg,4
-0.2617,-0.0182,-0.0501,-0.5996,0.2396,-0.2463,0.1558,0.491,-0.1709,0.463,sidewinding_right,depth_image_243983.jpg,3
0.01682,0.005043,-0.01031,-0.3452,-0.00985,-0.0319,-0.007378,0.2233,-0.0003204,0.2375,straight,depth_image_90668.jpg,4
-0.4565,-0.10144,0.331,-0.2301,0.1329,0.0916,-0.2153,0.4072,0.3716,-0.2374,sidewinding_right,depth_image_201414.jpg,3
0.2136,0.3691,-0.222,-0.2842,0.4067,-0.417,-0.2494,0.1423,0.00512,0.175,sidewinding_left,depth_image_227923.jpg,2
0.1301,0.5303,0.2502,-0.1792,-0.01971,-0.609,-0.259,-0.0895,-0.09454,0.57,sidewinding_left,depth_image_140448.jpg,2
0.12396,0.538,0.2522,-0.1635,-0.01267,-0.6104,-0.2578,-0.1058,-0.1011,0.5635,sidewinding_left,depth_image_2147.jpg,2
0.4158,0.1234,-0.6924,-0.1744,0.543,0.11816,-0.05923,0.01091,-0.461,-0.1333,rectilinear_backward,depth_image_217390.jpg,0
0.1653,-0.00817,0.006767,0.5073,-0.1484,0.1259,-0.0504,-0.4097,0.0836,-0.3481,straight,depth_image_109823.jpg,4
0.03305,0.528,-0.246,0.2383,-0.1416,-0.4912,0.1836,-0.4622,0.2225,0.2966,sidewinding_right,depth_image_76274.jpg,3
-0.4124,0.1234,0.692,-0.1744,-0.546,0.11816,0.06354,0.01091,0.4578,-0.1333,rectilinear_backward,depth_image_217218.jpg,0
0.00976,0.002121,-0.00869,-0.2191,0.00518,0.00753,-0.004196,0.1951,0.00927,-0.007072,straight,depth_image_86803.jpg,4
-0.004013,-0.000931,0.005898,0.352,-0.002853,-0.007195,0.00811,-0.308,0.001877,-0.0929,straight,depth_image_102295.jpg,4
0.6006,0.1234,-0.673,0.00364,0.3308,-0.1284,0.2148,0.1742,-0.628,-0.11273,rectilinear_forward,depth_image_20818.jpg,1
0.06305,0.509,0.2428,-0.2094,-0.04013,-0.5996,-0.2546,-0.0602,-0.02765,0.4856,sidewinding_left,depth_image_118225.jpg,2
0.6875,0.1234,-0.563,0.00364,0.0919,-0.1284,0.4358,0.1742,-0.6953,-0.11273,rectilinear_forward,depth_image_170019.jpg,1
0.00866,-0.06015,-0.006096,-0.01584,0.004807,0.01058,0.0002594,0.1467,0.00499,-0.00796,straight,depth_image_175047.jpg,4
0.6377,0.1234,-0.2362,0.00364,-0.3105,-0.1284,0.666,0.1742,-0.612,-0.11273,rectilinear_forward,depth_image_161324.jpg,1
0.2214,0.1234,-0.6313,0.00364,0.6523,-0.1284,-0.272,0.1742,-0.276,-0.11273,rectilinear_forward,depth_image_204809.jpg,1
0.04993,0.5996,-0.2396,0.246,-0.1556,-0.4912,0.171,-0.4626,0.2311,0.287,sidewinding_right,depth_image_128300.jpg,3
-0.643,0.1234,0.2494,-0.1744,0.2979,0.11816,-0.662,0.01091,0.618,-0.1333,rectilinear_backward,depth_image_217930.jpg,0
-0.2233,0.006096,0.542,-0.00702,-0.4414,0.01025,0.005486,0.03568,0.2712,0.004562,straight,depth_image_102598.jpg,4
-0.2607,0.05206,-0.0793,-0.582,0.2258,-0.3088,0.179,0.4458,-0.147,0.5054,sidewinding_right,depth_image_76000.jpg,3
0.1412,0.2993,0.2462,0.004868,-0.03268,-0.391,-0.2605,0.0899,-0.0823,0.3652,sidewinding_right,depth_image_210905.jpg,3
0.07007,-0.00873,-0.002518,0.4004,-0.04315,0.07916,0.0056,-0.281,-0.00854,-0.2866,straight,depth_image_49498.jpg,4
0.06247,0.1234,-0.545,-0.1744,0.692,0.11816,-0.413,0.01091,-0.1202,-0.1333,rectilinear_backward,depth_image_217953.jpg,0
0.243,-0.2272,-0.04132,-0.603,-0.2612,-0.039,-0.0739,0.586,0.2286,0.2976,sidewinding_left,depth_image_95950.jpg,2
0.05807,-0.1788,0.002243,-0.4092,-0.09955,-0.00854,-0.00996,0.4478,0.09045,0.02148,straight,depth_image_147713.jpg,4
-0.2258,0.309,-0.179,-0.4458,0.1469,-0.506,0.2438,0.2227,-0.0393,0.604,sidewinding_right,depth_image_75252.jpg,3
-0.4302,0.219,0.5986,0.0996,-0.339,-0.224,-0.0599,0.0783,0.4663,-0.01675,sidewinding_left,depth_image_91067.jpg,2
0.0698,0.573,-0.1826,0.302,-0.1859,-0.4492,0.1531,-0.2947,0.2406,0.2281,sidewinding_right,depth_image_129599.jpg,3
-0.1366,0.1234,0.589,0.00364,-0.678,-0.1284,0.3506,0.1742,0.1931,-0.11273,rectilinear_forward,depth_image_24321.jpg,1
0.0791,-0.5825,-0.226,-0.3086,-0.1788,0.4463,0.1471,0.5054,0.2437,-0.2233,sidewinding_left,depth_image_176934.jpg,2
0.3843,0.1234,0.1545,0.00364,-0.598,-0.1284,0.674,0.1742,-0.3345,-0.11273,rectilinear_forward,depth_image_56121.jpg,1
0.005985,-0.611,-0.254,-0.1483,-0.11804,0.5454,0.2019,0.389,0.2072,-0.3738,sidewinding_left,depth_image_94893.jpg,2
0.2534,0.1537,-0.00837,0.6104,-0.257,0.11566,-0.10504,-0.5596,0.2107,-0.3625,sidewinding_right,depth_image_231775.jpg,3
-0.1135,-0.02869,-0.00817,0.3965,0.05795,0.2642,0.0738,-0.2189,-0.00695,-0.4219,straight,depth_image_219883.jpg,4
0.625,0.1234,-0.657,-0.1744,0.2847,0.11816,0.263,0.01091,-0.649,-0.1333,rectilinear_backward,depth_image_217857.jpg,0
-0.3506,0.1234,-0.1931,-0.1744,0.6177,0.11816,-0.662,0.01091,0.2988,-0.1333,rectilinear_backward,depth_image_217598.jpg,0
0.1917,0.1234,-0.617,0.00364,0.6626,-0.1284,-0.3003,0.1742,-0.2468,-0.11273,rectilinear_forward,depth_image_55475.jpg,1
-0.623,0.1234,0.6587,-0.1744,-0.2886,0.11816,-0.259,0.01091,0.647,-0.1333,rectilinear_backward,depth_image_214255.jpg,0
0.002365,-0.4534,-0.252,0.06757,-0.02017,0.4485,0.2418,0.1954,-0.03238,-0.5195,sidewinding_left,depth_image_1567.jpg,2
-0.1871,0.4272,0.1373,0.52,0.2477,-0.1978,-0.02805,-0.6074,-0.26,-0.0701,sidewinding_left,depth_image_209167.jpg,2
0.001694,-0.1917,-0.00756,0.001205,0.00573,0.2341,-0.0064,-0.00939,-0.00985,-0.1588,straight,depth_image_104179.jpg,4
0.03397,0.1234,-0.527,0.00364,0.6953,-0.1284,-0.4358,0.1742,-0.0919,-0.11273,rectilinear_forward,depth_image_99719.jpg,1
0.607,0.1234,-0.1713,0.00364,-0.3699,-0.1284,0.683,0.1742,-0.576,-0.11273,rectilinear_forward,depth_image_247663.jpg,1
0.2391,-0.2488,-0.0512,-0.599,-0.2617,-0.015564,-0.0642,0.5923,0.2334,0.2769,sidewinding_left,depth_image_216659.jpg,2
0.0886,0.5747,-0.2207,0.3286,-0.186,-0.43,0.1387,-0.518,0.2472,0.2013,sidewinding_right,depth_image_244532.jpg,3
-0.698,0.1234,0.4753,-0.1744,0.0399,0.11816,-0.531,0.01091,0.695,-0.1333,rectilinear_backward,depth_image_218496.jpg,0
-0.5537,0.1234,0.0764,0.00364,0.448,-0.1284,-0.6963,0.1742,0.516,-0.11273,rectilinear_forward,depth_image_146353.jpg,1
-0.1018,-0.563,-0.2578,0.10754,-0.0119,0.6104,0.2524,0.1617,0.1233,-0.539,sidewinding_left,depth_image_178732.jpg,2
0.3923,0.1234,-0.6885,0.00364,0.5605,-0.1284,-0.08765,0.1742,-0.4392,-0.11273,rectilinear_forward,depth_image_155734.jpg,1
-0.08014,-0.5815,-0.2607,0.05414,-0.03488,0.6055,0.2454,0.213,0.1432,-0.511,sidewinding_left,depth_image_117005.jpg,2
0.233,-0.2783,-0.065,-0.592,-0.2617,0.01736,-0.05048,0.5996,0.2394,0.2471,sidewinding_left,depth_image_8873.jpg,2
0.2213,-0.3245,-0.0884,-0.51,0.183,0.0849,-0.02246,0.603,0.253,0.1857,sidewinding_left,depth_image_6576.jpg,2
0.2216,-0.3252,-0.08704,-0.576,-0.26,0.07104,-0.02765,0.6074,0.2478,0.1969,sidewinding_left,depth_image_15721.jpg,2
0.001694,-0.06726,-0.002121,0.0005646,0.006157,-0.00585,0.0045,0.04645,0.003036,0.00829,straight,depth_image_30054.jpg,4
0.6885,0.1234,-0.5596,-0.1744,0.08606,0.11816,0.4404,0.01091,-0.696,-0.1333,rectilinear_backward,depth_image_217404.jpg,0
0.00261,0.004562,-0.00701,0.09393,-0.0012665,0.00985,-0.002365,-0.004074,0.000534,-0.06143,straight,depth_image_36285.jpg,4
-0.256,0.1276,-0.003174,0.611,0.2546,0.142,0.11554,-0.5483,-0.2036,-0.3838,sidewinding_left,depth_image_122996.jpg,2
0.591,0.1234,-0.1409,0.00364,-0.396,-0.1284,0.689,0.1742,-0.558,-0.11273,rectilinear_forward,depth_image_96142.jpg,1
0.556,0.128,-0.406,0.0,-0.128,-0.128,0.556,0.1705,-0.556,-0.1067,rectilinear_forward,depth_image_112454.jpg,1
-0.569,0.1234,0.10156,-0.1744,0.4282,0.11816,-0.6943,0.01091,0.533,-0.1333,rectilinear_backward,depth_image_217934.jpg,0
-0.5933,0.1234,0.145,0.00364,0.3923,-0.1284,-0.6885,0.1742,0.5605,-0.11273,rectilinear_forward,depth_image_199081.jpg,1
-0.4304,0.1234,-0.0989,0.00364,0.5674,-0.1284,-0.6865,0.1742,0.383,-0.11273,rectilinear_forward,depth_image_31023.jpg,1
0.6978,0.1234,-0.467,-0.1744,-0.05118,0.11816,0.538,0.01091,-0.6934,-0.1333,rectilinear_backward,depth_image_218439.jpg,0
0.427,0.1234,0.10315,0.00364,-0.57,-0.1284,0.6855,0.1742,-0.3794,-0.11273,rectilinear_forward,depth_image_225587.jpg,1
0.2281,0.1234,-0.6343,0.00364,0.65,-0.1284,-0.2654,0.1742,-0.2822,-0.11273,rectilinear_forward,depth_image_236624.jpg,1
-0.2467,-0.2175,0.334,-0.338,-0.006645,-0.06433,0.0812,0.517,0.2754,0.2281,sidewinding_right,depth_image_130191.jpg,3
-0.0319,0.1738,0.00567,0.3804,0.07697,0.010185,0.001427,-0.4277,-0.07153,-0.002243,straight,depth_image_118971.jpg,4
0.1366,-0.521,-0.1877,-0.4258,-0.2194,0.3333,0.09094,0.5728,0.2595,-0.0806,sidewinding_left,depth_image_240742.jpg,2
0.2449,0.1174,0.2236,-0.1812,-0.2449,0.1174,0.2449,0.01066,-0.2449,-0.1387,rectilinear_backward,depth_image_8000.jpg,0
0.258,-0.10205,0.0996,0.565,-0.2142,0.3513,-0.1941,-0.41,0.1285,-0.532,sidewinding_right,depth_image_241623.jpg,3
0.1721,0.0914,0.3083,-0.02832,-0.6436,-0.1603,0.5625,0.206,-0.1796,-0.0807,sidewinding_right,depth_image_68714.jpg,3
0.272,0.1234,-0.6523,0.00364,0.6313,-0.1284,-0.2214,0.1742,-0.3245,-0.11273,rectilinear_forward,depth_image_190437.jpg,1
-0.614,0.1234,0.1848,-0.1744,0.358,0.11816,-0.68,0.01091,0.584,-0.1333,rectilinear_backward,depth_image_214731.jpg,0
0.4512,0.1234,-0.697,-0.1744,0.5137,0.11816,-0.014015,0.01091,-0.4941,-0.1333,rectilinear_backward,depth_image_214305.jpg,0
0.00862,0.1234,0.4978,0.00364,-0.6978,-0.1284,0.4683,0.1742,0.04956,-0.11273,rectilinear_forward,depth_image_18072.jpg,1
0.2317,0.2847,-0.0679,0.59,-0.2615,-0.02434,-0.04752,-0.6006,0.2406,-0.2407,sidewinding_right,depth_image_239964.jpg,3
0.2693,0.1234,0.2783,0.00364,-0.655,-0.1284,0.628,0.1742,-0.2148,-0.11273,rectilinear_forward,depth_image_117963.jpg,1
-0.01122,-0.2659,-0.2573,-0.1252,-0.10254,0.2498,0.2124,0.2612,0.1962,-0.2568,sidewinding_left,depth_image_31544.jpg,2
-0.0608,-0.594,-0.2617,0.007313,-0.0547,0.597,0.2377,0.2563,0.1595,-0.4844,sidewinding_left,depth_image_117007.jpg,2
-0.00948,0.002365,0.000351,0.04205,0.004807,-0.003708,0.007805,-0.07153,0.00817,-0.00854,straight,depth_image_7969.jpg,4
-0.0089,-0.007805,-0.01006,0.2627,-0.00506,-0.001572,0.001755,-0.2356,-0.01061,0.001999,straight,depth_image_232132.jpg,4
-0.26,0.0274,-0.0451,0.592,-0.076,0.2445,0.1531,-0.4128,-0.1742,-0.4658,sidewinding_left,depth_image_140312.jpg,2
-0.03708,-0.6045,-0.261,-0.049,-0.07806,0.583,0.2266,0.3062,0.178,-0.448,sidewinding_left,depth_image_216298.jpg,2
0.524,0.1234,-0.696,0.00364,0.4392,-0.1284,0.08765,0.1742,-0.5605,-0.11273,rectilinear_forward,depth_image_231209.jpg,1
-0.051,-0.599,-0.2617,-0.01613,-0.06445,0.5923,0.2333,0.2773,0.1674,-0.4697,sidewinding_left,depth_image_91518.jpg,2
-0.09155,0.5063,-0.2206,-0.1306,0.001587,-0.578,0.226,-0.0747,0.06946,0.531,straight,depth_image_83735.jpg,4
-0.2067,-0.375,-0.2024,0.3877,0.1174,0.546,0.2542,-0.1467,-0.005257,-0.611,sidewinding_left,depth_image_147485.jpg,2
0.1802,-0.0685,0.0955,0.581,-0.2205,0.3196,-0.1748,-0.4236,0.1492,-0.5195,sidewinding_right,depth_image_174948.jpg,3
-0.2029,0.386,-0.206,-0.3767,0.112,-0.5522,0.2556,0.133,0.000727,0.611,sidewinding_right,depth_image_109752.jpg,3
0.1921,0.219,0.2827,0.0996,-0.589,-0.1815,0.4731,0.0783,-0.007195,-0.0807,sidewinding_right,depth_image_86614.jpg,3
0.002853,0.01779,-0.002487,0.09735,-0.001389,-0.005302,0.000534,-0.1877,-0.0056,-0.006462,straight,depth_image_107594.jpg,4
-0.05432,-0.5977,0.2378,-0.2554,0.1593,0.4849,-0.1676,0.4695,-0.2332,-0.2778,sidewinding_right,depth_image_76361.jpg,3
0.003036,-0.3564,0.03046,-0.2942,0.0765,0.1613,0.005234,0.4312,-0.1118,0.01006,straight,depth_image_76385.jpg,4
-0.1116,-0.421,0.10876,-0.426,0.1832,0.2097,-0.0045,0.542,-0.2085,0.01061,straight,depth_image_234610.jpg,4
0.2484,0.1234,-0.6426,-0.1744,0.6416,0.11816,-0.2454,0.01091,-0.3018,-0.1333,rectilinear_backward,depth_image_217385.jpg,0
-0.2048,0.3806,-0.2042,-0.382,0.1147,-0.5493,0.255,0.1399,-0.002266,0.611,sidewinding_right,depth_image_41265.jpg,3
-0.1455,-0.06064,-0.01883,0.4287,0.08997,0.2964,0.10583,-0.2507,0.003708,-0.454,straight,depth_image_219880.jpg,4
-0.6978,0.1234,0.4958,0.00364,0.01132,-0.1284,-0.5117,0.1742,0.697,-0.11273,rectilinear_forward,depth_image_120551.jpg,1
0.1675,0.4766,-0.1536,0.4846,-0.1555,-0.2666,0.05814,-0.606,0.2708,0.004562,sidewinding_right,depth_image_64838.jpg,3
0.2466,0.2052,-0.03137,0.6064,-0.2605,0.06235,-0.0835,-0.579,0.2236,-0.3179,sidewinding_right,depth_image_240436.jpg,3
0.2515,-0.1705,0.1267,0.5347,-0.1954,0.4062,-0.213,-0.3552,0.1015,-0.563,sidewinding_right,depth_image_75596.jpg,3
0.2484,0.193,0.1355,-0.523,-0.1886,-0.4236,-0.2186,0.336,0.09216,0.572,sidewinding_left,depth_image_178628.jpg,2
-0.2003,-0.3933,-0.2086,0.3691,0.10834,0.556,0.2563,-0.12384,0.00479,-0.611,sidewinding_left,depth_image_235729.jpg,2
-0.25,-0.1805,-0.1306,0.5293,0.1925,0.414,0.2156,-0.3467,-0.09735,-0.567,sidewinding_left,depth_image_178873.jpg,2
-0.627,0.1234,0.2123,0.00364,0.333,-0.1284,-0.6733,0.1742,0.599,-0.11273,rectilinear_forward,depth_image_231474.jpg,1
0.2527,0.138,-0.01136,0.2444,-0.2576,0.1259,-0.1023,-0.2922,0.2125,-0.369,sidewinding_right,depth_image_177040.jpg,3
0.11005,0.1234,-0.5737,0.00364,0.684,-0.1284,-0.3735,0.1742,-0.1671,-0.11273,rectilinear_forward,depth_image_19043.jpg,1
0.0648,0.3542,-0.04865,0.3845,-0.1337,-0.1385,0.006798,-0.4927,0.1554,0.001419,straight,depth_image_41317.jpg,4
-0.0666,-0.5,-0.2617,4.58e-05,-0.04883,0.491,0.2401,0.2676,0.1548,-0.4695,sidewinding_left,depth_image_2459.jpg,2
-0.3506,0.1234,-0.1931,-0.1744,0.6177,0.11816,-0.662,0.01091,0.2988,-0.1333,rectilinear_backward,depth_image_214741.jpg,0
0.2615,0.1234,-0.648,-0.1744,0.6357,0.11816,-0.2322,0.01091,-0.3145,-0.1333,rectilinear_backward,depth_image_214643.jpg,0
-0.559,0.1234,0.689,-0.1744,-0.3948,0.11816,-0.1425,0.01091,0.592,-0.1333,rectilinear_backward,depth_image_217911.jpg,0
0.6963,0.1234,-0.4446,-0.1744,-0.0807,0.11816,0.556,0.01091,-0.6895,-0.1333,rectilinear_backward,depth_image_217523.jpg,0
-0.6714,0.1234,0.6025,0.00364,-0.163,-0.1284,-0.3772,0.1742,0.685,-0.11273,rectilinear_forward,depth_image_143505.jpg,1
0.163,0.1234,-0.6025,0.00364,0.6714,-0.1284,-0.327,0.1742,-0.2189,-0.11273,rectilinear_forward,depth_image_12337.jpg,1
0.537,0.1234,-0.694,-0.1744,0.4236,0.11816,0.1074,0.01091,-0.5723,-0.1333,rectilinear_backward,depth_image_214652.jpg,0
0.2615,0.03117,0.04465,0.602,-0.2418,0.2344,-0.1512,-0.4985,0.175,-0.4543,sidewinding_right,depth_image_239648.jpg,3
0.2617,-0.01472,0.05157,-0.599,-0.239,-0.2495,-0.157,0.4888,0.1697,0.465,sidewinding_left,depth_image_147549.jpg,2
0.6006,0.1234,-0.673,0.00364,0.3308,-0.1284,0.2148,0.1742,-0.628,-0.11273,rectilinear_forward,depth_image_122222.jpg,1
0.03812,0.005043,-0.01031,-0.3667,-0.00985,-0.0532,-0.007378,0.2445,-0.0003204,0.2588,straight,depth_image_90666.jpg,4
-0.00762,-0.00915,0.0056,0.0874,0.01046,0.1757,-0.00817,-0.009026,-0.00805,-0.2632,straight,depth_image_140933.jpg,4
-0.000717,0.006096,0.299,-0.00702,-0.5156,0.01025,0.3022,-0.00695,-0.00502,0.004562,straight,depth_image_249266.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_129702.jpg,4
-0.2006,0.3926,0.1198,0.543,0.2534,-0.153,-0.008,-0.6104,-0.257,-0.11646,sidewinding_left,depth_image_176867.jpg,2
-0.5684,0.1234,0.686,-0.1744,-0.3816,0.11816,-0.1577,0.01091,0.6,-0.1333,rectilinear_backward,depth_image_218599.jpg,0
-0.4075,0.1234,-0.1271,-0.1744,0.5835,0.11816,-0.6807,0.01091,0.359,-0.1333,rectilinear_backward,depth_image_217940.jpg,0
0.2573,0.1234,-0.6465,0.00364,0.6377,-0.1284,-0.2362,0.1742,-0.3105,-0.11273,rectilinear_forward,depth_image_221729.jpg,1
-0.6904,0.1234,0.5522,0.00364,-0.0737,-0.1284,-0.45,0.1742,0.697,-0.11273,rectilinear_forward,depth_image_227240.jpg,1
-0.253,0.1571,0.009865,0.6104,0.2573,0.1122,0.1037,-0.561,-0.2117,-0.3596,sidewinding_left,depth_image_199542.jpg,2
0.6387,0.1234,-0.6455,0.00364,0.255,-0.1284,0.2925,0.1742,-0.66,-0.11273,rectilinear_forward,depth_image_128782.jpg,1
0.04846,-0.6,0.2617,-0.02213,0.06696,0.5903,-0.232,0.2827,-0.1693,-0.4658,sidewinding_right,depth_image_210075.jpg,3
-0.259,-0.08826,-0.02026,-0.609,0.25,-0.1804,0.1306,0.5293,-0.1925,0.414,sidewinding_right,depth_image_194260.jpg,3
-0.5205,0.1234,0.6963,-0.1744,-0.4434,0.11816,-0.0823,0.01091,0.557,-0.1333,rectilinear_backward,depth_image_218597.jpg,0
0.1382,0.1234,0.3982,0.00364,-0.6895,-0.1284,0.556,0.1742,-0.0807,-0.11273,rectilinear_forward,depth_image_242543.jpg,1
-0.05502,-0.342,-0.1134,0.1731,-0.004013,0.4702,0.1445,0.001083,-0.00851,-0.484,straight,depth_image_214113.jpg,4
0.10156,0.1234,0.4282,-0.1744,-0.6943,0.11816,0.533,0.01091,-0.04364,-0.1333,rectilinear_backward,depth_image_218579.jpg,0
-0.001496,0.611,0.2551,0.1382,0.114,-0.55,-0.2047,-0.3809,-0.2043,0.3818,sidewinding_left,depth_image_235670.jpg,2
-0.2206,-0.2502,0.224,-0.2515,0.1754,0.2406,-0.1516,0.4502,0.1366,-0.195,sidewinding_left,depth_image_201436.jpg,2
0.3406,0.1234,-0.676,0.00364,0.5947,-0.1284,-0.1477,0.1742,-0.3901,-0.11273,rectilinear_forward,depth_image_29566.jpg,1
-0.2434,0.2435,-0.1477,-0.4363,0.1782,-0.472,0.2263,0.2898,-0.0784,0.3577,sidewinding_right,depth_image_226885.jpg,3
